PID,DN,DP,TN,RL,creation_utc,host_key,name,value,path,expires_utc,is_secure,is_httponly,last_access_utc,has_expires,is_persistent,priority,encrypted_value,samesite,source_scheme,source_port,is_same_party
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 11)","(creation_utc, 13262068929345356)","(host_key, www.townside.com)","(name, dm_total_visits)","(value, 1)","(path, /)","(expires_utc, 13293604929000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13265612814213353)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, -1)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 12)","(creation_utc, 13262068970239042)","(host_key, .acirms.com)","(name, _ga)","(value, GA1.2.1577018467.1617595370)","(path, /)","(expires_utc, 13325140983000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13265612812418277)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, -1)","(source_scheme, 1)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 13)","(creation_utc, 13262069214310974)","(host_key, .smartadserver.com)","(name, TestIfCookieP)","(value, ok)","(path, /)","(expires_utc, 13296283615311488)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13266351359885676)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 14)","(creation_utc, 13262069207040748)","(host_key, .rent.com)","(name, __cfduid)","(value, d2c034df5e7688368589b8f5c1ee5abe11617595607)","(path, /)","(expires_utc, 13264661207040748)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13263945407045064)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 1)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 15)","(creation_utc, 13262069207770973)","(host_key, .rent.com)","(name, _gcl_au)","(value, 1.1.1088466293.1617595608)","(path, /)","(expires_utc, 13269845207000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13263945407045064)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, -1)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 16)","(creation_utc, 13262069214088690)","(host_key, .bidswitch.net)","(name, c)","(value, 1617595614)","(path, /)","(expires_utc, 13293605214088778)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269985722650200)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 17)","(creation_utc, 13262069216049992)","(host_key, .flashtalking.com)","(name, flashtalkingad1)","(value, ""GUID=4843E5606CCFD0"")","(path, /)","(expires_utc, 13325141216049992)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069494308727)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 18)","(creation_utc, 13262069213998861)","(host_key, .quantserve.com)","(name, mc)","(value, 606a8cde-82cc7-5f7c4-b448a)","(path, /)","(expires_utc, 13296283613998861)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13266351365751281)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 19)","(creation_utc, 13262069214458340)","(host_key, .smartadserver.com)","(name, pid)","(value, 4700102395741107733)","(path, /)","(expires_utc, 13296283554458340)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13266351359885676)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 20)","(creation_utc, 13262069214557848)","(host_key, sync.srv.stackadapt.com)","(name, sa-user-id)","(value, s%3A0-2c633fa5-2047-4d59-5e8d-d89dc04d7c6e.5Oxo8XEdFkr40CH879nncH%2F8svl%2BC6%2FVoWvzfpen3kc)","(path, /)","(expires_utc, 13293605214557848)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13266351363766103)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 21)","(creation_utc, 13262069216625199)","(host_key, .rfihub.com)","(name, smd)","(value, H4sIAAAAAAAAAOPiNTQzNDe1NAWSQBoAab3qgQ8AAAA)","(path, /)","(expires_utc, 13295765216625199)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269985723251849)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 22)","(creation_utc, 13262069207041165)","(host_key, www.rent.com)","(name, soUserId)","(value, 2c9680e6-e638-4e88-8b68-7fcd01ba82ff)","(path, /)","(expires_utc, 13577429207041165)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13263945407045064)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, -1)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 23)","(creation_utc, 13262069221612847)","(host_key, .simpli.fi)","(name, suid)","(value, B1B5E8F5F742495382756AA9B1FC4BFF)","(path, /)","(expires_utc, 13293691621612847)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13266351363710421)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 24)","(creation_utc, 13262069217221145)","(host_key, .tremorhub.com)","(name, tv_UIDF)","(value, CAESEMWd9tMLqRbZ0OhROLGxSbw)","(path, /)","(expires_utc, 13325183017221145)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269984501234959)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 25)","(creation_utc, 13262069209521462)","(host_key, .criteo.com)","(name, uid)","(value, 43037c6c-11e7-41f7-a18c-5e6a76680575)","(path, /)","(expires_utc, 13295765209521462)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269983000862946)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 26)","(creation_utc, 13262069210104337)","(host_key, .mathtag.com)","(name, uuid)","(value, bf77606a-8cda-4a00-8d8c-7886a8a50475)","(path, /)","(expires_utc, 13296024410104337)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269984714416636)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 27)","(creation_utc, 13262069217431026)","(host_key, .media.net)","(name, visitor-id)","(value, 2605972173835763000V10)","(path, /)","(expires_utc, 13293605217431026)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13266351359836468)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 28)","(creation_utc, 13262069217451583)","(host_key, .yieldmo.com)","(name, yieldmo_id)","(value, g1e4b3607eb1ee5e3840%7C1617595617989%7C0%7C)","(path, /)","(expires_utc, 13293605217451583)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069217451583)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 29)","(creation_utc, 13262069208749764)","(host_key, www.rent.com)","(name, zid)","(value, 013977f2-4477-55e0-e9bd-6a43aee05473)","(path, /)","(expires_utc, 13269845208000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13263945407045064)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, -1)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 30)","(creation_utc, 13262069238562388)","(host_key, .server.cpmstar.com)","(name, USER_ID)","(value, %3f%5bs%96%3f%fc%e3%23e%90i%1f97%01)","(path, /)","(expires_utc, 13893221239562388)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069238562388)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 31)","(creation_utc, 13262069236463224)","(host_key, www.rent.com)","(name, _pubcid)","(value, 64273655-46d2-4d38-b5a3-07d613dbd45d)","(path, /)","(expires_utc, 13277621236000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13263945407045064)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 1)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 32)","(creation_utc, 13262069238794776)","(host_key, .bidr.io)","(name, bito)","(value, AAJM7k7A1RoAACneFefEtw)","(path, /)","(expires_utc, 13296182838794776)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269985720228397)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 33)","(creation_utc, 13262069238699234)","(host_key, .bidr.io)","(name, bitoIsSecure)","(value, ok)","(path, /)","(expires_utc, 13296182838794865)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269985720228397)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 34)","(creation_utc, 13262069239633943)","(host_key, .jivox.com)","(name, jvxAutoExpandValidity148955:0604bc267e742f:2siX3g:23:2300)","(value, 0)","(path, /)","(expires_utc, 13262155639633943)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069239633943)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 35)","(creation_utc, 13262069238560581)","(host_key, .creativecdn.com)","(name, ts)","(value, 1617595639)","(path, /)","(expires_utc, 13293605238560581)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13266351363810903)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 36)","(creation_utc, 13262069238560515)","(host_key, .creativecdn.com)","(name, u)","(value, A8TnI76k0jxG40lahJoH)","(path, /)","(expires_utc, 13293605238560515)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13266351363810903)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 37)","(creation_utc, 13262069241930893)","(host_key, .pippio.com)","(name, did)","(value, ZmGppWTVGGsnMdKw)","(path, /)","(expires_utc, 13293605241930893)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269983001781439)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 38)","(creation_utc, 13262069241931003)","(host_key, .pippio.com)","(name, didts)","(value, 1617595642)","(path, /)","(expires_utc, 13293605241931003)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269983001781439)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 39)","(creation_utc, 13262069259676457)","(host_key, .jivox.com)","(name, jvxAutoExpandValidity148957:8604bce0e8e766:mXmY66:23:2300)","(value, 0)","(path, /)","(expires_utc, 13262155659676457)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069259676457)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 40)","(creation_utc, 13262069259974388)","(host_key, .jivox.com)","(name, jvxkxsync)","(value, 1617595660522)","(path, /)","(expires_utc, 13263278859974388)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069259974388)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 41)","(creation_utc, 13262069239261188)","(host_key, .jivox.com)","(name, jvxsync)","(value, stG2seYjyaNo)","(path, /)","(expires_utc, 13277621259974268)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069259974268)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 42)","(creation_utc, 13262069336873901)","(host_key, .atdmt.com)","(name, ATN)","(value, 1.1617595737.12196534720570579734.AYJ6uz4mtJVT6BnhmGI)","(path, /)","(expires_utc, 13325141336873901)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13269982992287318)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 43)","(creation_utc, 13262069336600902)","(host_key, .appsflyer.com)","(name, af_id)","(value, 0313eace-b293-45a8-ba22-3c99cd4a41a1-i)","(path, /)","(expires_utc, 13325141336600902)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069336600902)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 44)","(creation_utc, 13262069422496617)","(host_key, .bluekai.com)","(name, bkdc)","(value, phx)","(path, /)","(expires_utc, 13277621422496617)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13269985719672890)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(PID, com.android.chrome)","(DN, Cookies)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Cookies)","(TN, cookies)","(RL, 45)","(creation_utc, 13262069421091718)","(host_key, .lkqd.net)","(name, lkqdid)","(value, fnvGiHLuEyM)","(path, /)","(expires_utc, 13293605421091718)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13262069421091718)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, )","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
